County,Tract,BG,Block,HT,VA,E,R,S,lat,lon
39059,39059977500,390599775001,390599775001030,1,1,1,2,1,40.02933770855075,-81.58024096126597
39059,39059977500,390599775001,390599775001030,1,1,1,2,1,40.02953518005406,-81.57995742341524
39059,39059977500,390599775001,390599775001030,1,1,1,2,1,40.0287109313716,-81.58060792564277
39059,39059977500,390599775001,390599775001030,1,2,1,1,1,40.02929796661544,-81.58054208350293
39059,39059977500,390599775001,390599775001030,1,2,1,1,1,40.02960866806161,-81.58026712528951
39059,39059977500,390599775001,390599775001030,1,2,1,1,1,40.02904056555377,-81.58031322363236
39059,39059977500,390599775001,390599775001030,1,2,1,1,1,40.02907377481833,-81.5801451299077
39059,39059977500,390599775001,390599775001030,1,2,1,1,1,40.02893662517589,-81.5805594994517
39059,39059977500,390599775001,390599775001030,1,2,1,1,1,40.0292028493381,-81.57993648747669
39059,39059977500,390599775001,390599775001030,1,2,1,1,1,40.02861046174696,-81.58020334411579
39059,39059977500,390599775001,390599775001030,1,2,1,1,1,40.02852271922116,-81.58024401541577
39059,39059977500,390599775001,390599775001030,1,2,1,1,1,40.0287546934612,-81.58065777073165
39059,39059977500,390599775001,390599775001030,1,2,1,1,2,40.02945638995245,-81.58066771416705
39059,39059977500,390599775001,390599775001030,1,2,1,1,2,40.029197555043055,-81.58089313992652
39059,39059977500,390599775001,390599775001030,1,2,1,1,2,40.02849798149795,-81.57977209729302
39059,39059977500,390599775001,390599775001030,1,2,1,1,2,40.028693382505324,-81.58056331631437
39059,39059977500,390599775001,390599775001030,1,2,1,1,2,40.02861325364281,-81.58049446759112
39059,39059977500,390599775001,390599775001030,1,2,1,1,2,40.02957518794335,-81.5802126239705
39059,39059977500,390599775001,390599775001030,1,2,1,1,2,40.02878344999669,-81.58068404893196
39059,39059977500,390599775001,390599775001030,1,2,1,1,2,40.029565034144134,-81.58084596149236
39059,39059977500,390599775001,390599775001030,1,2,1,1,2,40.02909723712655,-81.58023761186597
39059,39059977500,390599775001,390599775001030,1,2,1,1,2,40.0291455536564,-81.58045946238798
39059,39059977500,390599775001,390599775001030,1,2,1,1,2,40.02879910510699,-81.57999061052675
39059,39059977500,390599775001,390599775001030,1,2,1,1,2,40.02899160536661,-81.58075873220756
39059,39059977500,390599775001,390599775001030,1,2,1,1,2,40.028874842557315,-81.5800339746697
39059,39059977500,390599775001,390599775001030,1,2,2,1,1,40.02909407470669,-81.58054917173973
39059,39059977500,390599775001,390599775001030,1,2,2,1,1,40.02887714491305,-81.58080542945466
39059,39059977500,390599775001,390599775001031,1,1,1,1,1,40.028777772284016,-81.5824213643809
39059,39059977500,390599775001,390599775001031,1,1,1,1,1,40.02880174337557,-81.58241919959686
39059,39059977500,390599775001,390599775001031,1,1,1,1,1,40.0287319881613,-81.58287399102781
39059,39059977500,390599775001,390599775001031,1,1,1,1,2,40.029025782421144,-81.58257747460766
39059,39059977500,390599775001,390599775001031,1,1,1,1,2,40.028691607674254,-81.582521076229
39059,39059977500,390599775001,390599775001031,1,1,1,1,2,40.028890719550716,-81.58257935680672
39059,39059977500,390599775001,390599775001031,1,1,1,1,2,40.02896014723125,-81.58263586213029
39059,39059977500,390599775001,390599775001031,1,1,1,2,1,40.02864648849614,-81.58222438784821
39059,39059977500,390599775001,390599775001031,1,2,1,1,1,40.02865983706965,-81.58263201657392
39059,39059977500,390599775001,390599775001031,1,2,1,1,1,40.02866634767174,-81.58274455404533
39059,39059977500,390599775001,390599775001031,1,2,1,1,1,40.028876882019226,-81.58244642063406
39059,39059977500,390599775001,390599775001031,1,2,1,1,1,40.02878840300468,-81.58233386041428
39059,39059977500,390599775001,390599775001031,1,2,1,1,2,40.02858515515629,-81.58256903758313
39059,39059977500,390599775001,390599775001031,1,2,1,1,2,40.02862701812371,-81.58272974304708
39059,39059977500,390599775001,390599775001031,1,2,1,1,2,40.028780243637016,-81.58286396711483
39059,39059977500,390599775001,390599775001031,1,2,1,1,2,40.02896753657698,-81.58266378288081
39059,39059977500,390599775001,390599775001031,1,2,1,2,2,40.028661058653576,-81.58233491967326
39059,39059977500,390599775001,390599775001031,1,2,1,8,2,40.02869999157143,-81.58222763107953
39059,39059977500,390599775002,390599775002000,1,1,1,1,1,40.03729261672148,-81.57805636010025
39059,39059977500,390599775002,390599775002000,1,1,1,1,1,40.03635792899846,-81.57786466406601
39059,39059977500,390599775002,390599775002000,1,1,1,1,1,40.036104591906266,-81.57791892549398
39059,39059977500,390599775002,390599775002000,1,1,1,1,1,40.03621557946395,-81.57839157260028
39059,39059977500,390599775002,390599775002000,1,1,1,1,1,40.03607009027056,-81.5795864282116
39059,39059977500,390599775002,390599775002000,1,1,1,1,1,40.03642406682478,-81.57927114401777
39059,39059977500,390599775002,390599775002000,1,1,1,1,2,40.03691599423021,-81.57851629686537
39059,39059977500,390599775002,390599775002000,1,2,1,1,1,40.03669636670006,-81.57887679868375
39059,39059977500,390599775002,390599775002000,1,2,1,1,1,40.03611931284006,-81.5790470101548
39059,39059977500,390599775002,390599775002000,1,2,1,1,1,40.03609737616111,-81.57791669460212
39059,39059977500,390599775002,390599775002000,1,2,1,1,1,40.03701599519184,-81.57847852115113
39059,39059977500,390599775002,390599775002000,1,2,1,1,1,40.03615069420613,-81.57837316623099
39059,39059977500,390599775002,390599775002000,1,2,1,1,1,40.03604461945057,-81.57839112395929
39059,39059977500,390599775002,390599775002000,1,2,1,1,1,40.03592416204632,-81.57937703065114
39059,39059977500,390599775002,390599775002000,1,2,1,1,1,40.03662708618902,-81.57851003425971
39059,39059977500,390599775002,390599775002000,1,2,1,1,1,40.03588850469429,-81.57907046228694
39059,39059977500,390599775002,390599775002000,1,2,1,1,1,40.03707758732078,-81.57782936720724
39059,39059977500,390599775002,390599775002000,1,2,1,1,1,40.03628023620951,-81.57927928204326
39059,39059977500,390599775002,390599775002000,1,2,1,1,1,40.037022153179585,-81.57828383370892
39059,39059977500,390599775002,390599775002000,1,2,1,1,1,40.03676768701526,-81.57827778272437
39059,39059977500,390599775002,390599775002000,1,2,1,1,1,40.03597553319037,-81.57830187032512
39059,39059977500,390599775002,390599775002000,1,2,1,1,1,40.036673042133394,-81.57901774325762
39059,39059977500,390599775002,390599775002000,1,2,1,1,1,40.03656333841042,-81.57885023623051
39059,39059977500,390599775002,390599775002000,1,2,1,1,2,40.03604173202662,-81.57802526298121
39059,39059977500,390599775002,390599775002000,1,2,1,1,2,40.03667744520135,-81.57881591306673
39059,39059977500,390599775002,390599775002000,1,2,1,1,2,40.03686456244937,-81.57878759510453
39059,39059977500,390599775002,390599775002000,1,2,1,1,2,40.036850356544726,-81.57805448222643
39059,39059977500,390599775002,390599775002000,1,2,1,1,2,40.0371974927555,-81.57818134155913
39059,39059977500,390599775002,390599775002000,1,2,1,1,2,40.03600655167332,-81.5792974461923
39059,39059977500,390599775002,390599775002000,1,2,1,1,2,40.03690144027485,-81.57792684253558
39059,39059977500,390599775002,390599775002000,1,2,1,1,2,40.03682878695422,-81.57860955575039
39059,39059977500,390599775002,390599775002000,1,2,1,1,2,40.0361328497904,-81.57839080306435
39059,39059977500,390599775002,390599775002000,1,2,1,1,2,40.03644828598705,-81.57918218342992
39059,39059977500,390599775002,390599775002000,1,2,1,1,2,40.03613092577609,-81.57898744991006
39059,39059977500,390599775002,390599775002000,1,2,1,1,2,40.03706407471293,-81.57812498674487
39059,39059977500,390599775002,390599775002001,1,2,1,1,1,40.0372085708744,-81.57904354325078
39059,39059977500,390599775002,390599775002001,1,2,1,1,2,40.03761144396546,-81.5780926984728
39059,39059977500,390599775002,390599775002001,1,2,1,1,2,40.03758785888077,-81.57821328751668
39059,39059977500,390599775002,390599775002001,1,2,1,1,2,40.037378446055975,-81.57928069806003
39059,39059977500,390599775002,390599775002001,1,2,1,1,2,40.03724432234164,-81.57884123635253
39059,39059977500,390599775002,390599775002001,1,2,1,1,2,40.0370398653316,-81.57866116151152
39059,39059977500,390599775002,390599775002001,8,2,1,1,1,40.037674783549086,-81.5778598332947
39059,39059977500,390599775002,390599775002001,8,2,1,1,1,40.03749882808836,-81.57845731935551
39059,39059977500,390599775002,390599775002001,8,2,1,1,1,40.03746528053183,-81.5789204233964
39059,39059977500,390599775002,390599775002001,8,2,1,1,1,40.03700253280686,-81.57892559731388
39059,39059977500,390599775002,390599775002001,8,2,1,1,1,40.03739601460255,-81.57922049962235
39059,39059977500,390599775002,390599775002002,1,2,1,1,1,40.037260462618825,-81.58019321181982
39059,39059977500,390599775002,390599775002002,1,2,1,1,1,40.03693061292416,-81.57949729924995
39059,39059977500,390599775002,390599775002002,1,2,1,1,2,40.03718199362556,-81.57957621180488
39059,39059977500,390599775002,390599775002002,1,2,1,1,2,40.03710512101803,-81.580255502763
39059,39059977500,390599775002,390599775002002,1,2,1,1,2,40.03729658926162,-81.57998879314891
39059,39059977500,390599775002,390599775002003,1,1,1,1,1,40.03692767494193,-81.58117603994052
39059,39059977500,390599775002,390599775002003,1,1,1,1,2,40.03730263373609,-81.58158295271869
39059,39059977500,390599775002,390599775002003,1,2,1,1,1,40.03693542985402,-81.58140112315135
39059,39059977500,390599775002,390599775002003,1,2,1,1,1,40.03703409818765,-81.5814027625056
39059,39059977500,390599775002,390599775002003,1,2,1,1,1,40.03732663039325,-81.58069376723485
39059,39059977500,390599775002,390599775002003,1,2,1,1,1,40.03750273791628,-81.58148562226158
39059,39059977500,390599775002,390599775002003,1,2,1,1,1,40.03771163629087,-81.58082659240736
39059,39059977500,390599775002,390599775002003,1,2,1,1,1,40.037583822513774,-81.5814499326408
39059,39059977500,390599775002,390599775002003,1,2,1,1,1,40.03687687731599,-81.58036207002036
39059,39059977500,390599775002,390599775002003,1,2,1,1,1,40.03766165600066,-81.58085198135264
39059,39059977500,390599775002,390599775002003,1,2,1,1,1,40.0375222397913,-81.58132355842805
39059,39059977500,390599775002,390599775002003,1,2,1,1,2,40.037467324346615,-81.58151195735707
39059,39059977500,390599775002,390599775002003,1,2,1,1,2,40.037016590086814,-81.58048047147395
39059,39059977500,390599775002,390599775002003,1,2,1,1,2,40.0373792349788,-81.58065024839388
39059,39059977500,390599775002,390599775002003,1,2,1,1,2,40.037527388022916,-81.58065061550921
39059,39059977500,390599775002,390599775002003,1,2,1,1,2,40.0369064097521,-81.58094869229797
39059,39059977500,390599775002,390599775002003,1,2,1,1,2,40.037294394233626,-81.58129179036227
39059,39059977500,390599775002,390599775002003,1,2,1,1,2,40.03722361691659,-81.58051858289882
39059,39059977500,390599775002,390599775002003,1,2,1,1,2,40.03693604341196,-81.5813428622528
39059,39059977500,390599775002,390599775002003,1,2,1,1,2,40.03758787380736,-81.58155458157735
39059,39059977500,390599775002,390599775002003,1,2,1,1,2,40.03743917401504,-81.58164193319679
39059,39059977500,390599775002,390599775002003,1,2,1,1,2,40.03723614665478,-81.58156179610039
39059,39059977500,390599775002,390599775002003,1,2,1,1,2,40.037760122432246,-81.58027485850445
39059,39059977500,390599775002,390599775002003,1,2,1,1,2,40.03688054291612,-81.58052102733015
39059,39059977500,390599775002,390599775002003,1,2,1,1,2,40.03753084421797,-81.58059688962844
39059,39059977500,390599775002,390599775002003,1,2,1,1,2,40.037455501392394,-81.58142703646232
39059,39059977500,390599775002,390599775002003,1,2,1,1,2,40.03728959790247,-81.58072871123849
39059,39059977500,390599775002,390599775002004,1,1,1,1,1,40.03509659320632,-81.58304279217793
39059,39059977500,390599775002,390599775002004,1,1,1,1,1,40.03744790816175,-81.58229997394247
39059,39059977500,390599775002,390599775002004,1,1,1,1,1,40.03588403395513,-81.5846541093273
39059,39059977500,390599775002,390599775002004,1,1,1,1,1,40.03555304432028,-81.58236912731807
39059,39059977500,390599775002,390599775002004,1,1,1,1,1,40.03616223077662,-81.58275051547629
39059,39059977500,390599775002,390599775002004,1,1,1,1,1,40.035666541111425,-81.58374848717453
39059,39059977500,390599775002,390599775002004,1,1,1,1,1,40.03511702739021,-81.58582460167291
39059,39059977500,390599775002,390599775002004,1,1,1,1,2,40.034829020437414,-81.5833872642566
39059,39059977500,390599775002,390599775002004,1,1,1,1,2,40.03598800214864,-81.5829307864613
39059,39059977500,390599775002,390599775002004,1,1,1,1,2,40.036089960603725,-81.5836913548843
39059,39059977500,390599775002,390599775002004,1,1,1,1,2,40.035180843217454,-81.582995286587
39059,39059977500,390599775002,390599775002004,1,2,1,1,1,40.03667534188621,-81.58216327744584
39059,39059977500,390599775002,390599775002004,1,2,1,1,1,40.03626059235415,-81.5812513552324
39059,39059977500,390599775002,390599775002004,1,2,1,1,1,40.034753404568555,-81.58297498020653
39059,39059977500,390599775002,390599775002004,1,2,1,1,1,40.0350634644998,-81.58391664136533
39059,39059977500,390599775002,390599775002004,1,2,1,1,1,40.036143378569534,-81.58239112552235
39059,39059977500,390599775002,390599775002004,1,2,1,1,1,40.03630846049545,-81.58074705420351
39059,39059977500,390599775002,390599775002004,1,2,1,1,1,40.03603296502239,-81.58395866085856
39059,39059977500,390599775002,390599775002004,1,2,1,1,1,40.03593146755516,-81.58156946311051
39059,39059977500,390599775002,390599775002004,1,2,1,1,1,40.03674790907537,-81.58173970655105
39059,39059977500,390599775002,390599775002004,1,2,1,1,1,40.03484196741929,-81.58404858301346
39059,39059977500,390599775002,390599775002004,1,2,1,1,1,40.03508134460516,-81.58539433966986
39059,39059977500,390599775002,390599775002004,1,2,1,1,1,40.03698593423427,-81.58204482616821
39059,39059977500,390599775002,390599775002004,1,2,1,1,1,40.03638051001556,-81.58198822612462
39059,39059977500,390599775002,390599775002004,1,2,1,1,1,40.0361002122739,-81.58386938549813
39059,39059977500,390599775002,390599775002004,1,2,1,1,1,40.03571340512703,-81.58220050852792
39059,39059977500,390599775002,390599775002004,1,2,1,1,2,40.03515463502249,-81.58410448344495
39059,39059977500,390599775002,390599775002004,1,2,1,1,2,40.03741956932888,-81.58174118957137
39059,39059977500,390599775002,390599775002004,1,2,1,1,2,40.03468080302094,-81.58224834507197
39059,39059977500,390599775002,390599775002004,1,2,1,1,2,40.03511625015762,-81.58362372493752
39059,39059977500,390599775002,390599775002004,1,2,1,1,2,40.03669648123744,-81.58052662624722
39059,39059977500,390599775002,390599775002004,1,2,1,1,2,40.03549185249053,-81.58361545633743
39059,39059977500,390599775002,390599775002004,1,2,1,1,2,40.03733709184063,-81.58236190164446
39059,39059977500,390599775002,390599775002004,1,2,1,1,2,40.0375697872144,-81.58274924714284
39059,39059977500,390599775002,390599775002004,1,2,1,1,2,40.035118276858356,-81.58113870878017
39059,39059977500,390599775002,390599775002004,1,2,1,1,2,40.035526331208004,-81.58105353496504
39059,39059977500,390599775002,390599775002004,1,2,1,1,2,40.03639734236133,-81.5831377855106
39059,39059977500,390599775002,390599775002004,1,2,1,1,2,40.035055941346364,-81.58233874954368
39059,39059977500,390599775002,390599775002004,1,2,1,1,2,40.036292376129,-81.5811195267604
39059,39059977500,390599775002,390599775002004,1,2,1,1,2,40.0362648108047,-81.58198316817463
39059,39059977500,390599775002,390599775002004,1,2,1,1,2,40.03606393198157,-81.5819573910049
39059,39059977500,390599775002,390599775002004,1,2,1,1,2,40.03753479220439,-81.58237609249531
39059,39059977500,390599775002,390599775002004,1,2,1,1,2,40.03579468179473,-81.5850967788149
39059,39059977500,390599775002,390599775002004,1,2,1,1,2,40.035115369872905,-81.5850666782919
39059,39059977500,390599775002,390599775002004,1,2,1,1,2,40.03611322319684,-81.58196956817459
39059,39059977500,390599775002,390599775002005,1,1,1,1,1,40.0356975773943,-81.58124259277763
39059,39059977500,390599775002,390599775002005,1,1,1,1,1,40.035935297833674,-81.58074709137827
39059,39059977500,390599775002,390599775002005,1,1,1,1,2,40.03575340087556,-81.5809452710541
39059,39059977500,390599775002,390599775002005,1,2,1,1,1,40.03568977267201,-81.58072711076399
39059,39059977500,390599775002,390599775002005,1,2,1,1,2,40.0356935151405,-81.58058840855607
39059,39059977500,390599775002,390599775002005,1,2,1,1,2,40.03589238712545,-81.5806051751494
39059,39059977500,390599775002,390599775002005,1,2,1,1,2,40.03580560502905,-81.58107962484323
39059,39059977500,390599775002,390599775002007,1,1,1,1,1,40.03730408798136,-81.5850078123786
39059,39059977500,390599775002,390599775002007,1,1,1,1,2,40.036818905940514,-81.5836494900288
39059,39059977500,390599775002,390599775002007,1,1,1,1,2,40.0374926334843,-81.58334611961104
39059,39059977500,390599775002,390599775002007,1,2,1,1,1,40.03673467815761,-81.58478829979042
39059,39059977500,390599775002,390599775002007,1,2,1,1,1,40.03779995126559,-81.5848197864455
39059,39059977500,390599775002,390599775002007,1,2,1,1,2,40.037174882132305,-81.58530180720014
39059,39059977500,390599775002,390599775002007,1,2,1,1,2,40.03661897729119,-81.58539249577481
39059,39059977500,390599775002,390599775002007,1,2,1,1,2,40.037012483229816,-81.58471571284171
39059,39059977500,390599775002,390599775002011,1,1,1,1,1,40.03535183463662,-81.58915631464123
39059,39059977500,390599775002,390599775002011,1,1,1,1,1,40.03522469027578,-81.58808659927132
39059,39059977500,390599775002,390599775002011,1,1,1,1,1,40.03512034690931,-81.58778138776755
39059,39059977500,390599775002,390599775002011,1,1,1,1,1,40.035176686355214,-81.58804857581896
39059,39059977500,390599775002,390599775002011,1,1,1,1,1,40.03585060145728,-81.58863648705525
39059,39059977500,390599775002,390599775002011,1,1,1,1,1,40.03504743711679,-81.5886672355837
39059,39059977500,390599775002,390599775002011,1,1,1,1,1,40.03570763560319,-81.58864372843377
39059,39059977500,390599775002,390599775002011,1,1,1,1,1,40.03537085888938,-81.5876982901479
39059,39059977500,390599775002,390599775002011,1,1,1,1,2,40.03545022415348,-81.58771550847497
39059,39059977500,390599775002,390599775002011,1,1,1,1,2,40.03536691095305,-81.5881688080569
39059,39059977500,390599775002,390599775002011,1,1,1,1,2,40.03542363652927,-81.5892714859407
39059,39059977500,390599775002,390599775002011,1,1,1,1,2,40.035389369503584,-81.58910419253321
39059,39059977500,390599775002,390599775002011,1,1,1,1,2,40.03558056515366,-81.58893627784842
39059,39059977500,390599775002,390599775002011,1,1,1,1,2,40.03560468380145,-81.5890179716983
39059,39059977500,390599775002,390599775002011,1,1,1,1,2,40.03528485824059,-81.58913509287169
39059,39059977500,390599775002,390599775002011,1,1,1,1,2,40.035233637682936,-81.58885123769848
39059,39059977500,390599775002,390599775002011,1,1,1,1,2,40.03579277040485,-81.58898268998679
39059,39059977500,390599775002,390599775002011,1,1,1,1,2,40.035238618265254,-81.58836392076796
39059,39059977500,390599775002,390599775002011,1,1,1,1,2,40.03526147588895,-81.58835343287207
39059,39059977500,390599775002,390599775002011,1,1,1,1,2,40.035364585446054,-81.58792164407495
39059,39059977500,390599775002,390599775002011,1,2,1,1,1,40.03587067859091,-81.58801096343315
39059,39059977500,390599775002,390599775002011,1,2,1,1,1,40.035340977582436,-81.58793040083083
39059,39059977500,390599775002,390599775002011,1,2,1,1,1,40.03568593864966,-81.5885933090302
39059,39059977500,390599775002,390599775002011,1,2,1,1,1,40.035199946631515,-81.5891487562042
39059,39059977500,390599775002,390599775002011,1,2,1,1,1,40.03541324556767,-81.5893991526714
39059,39059977500,390599775002,390599775002011,1,2,1,1,1,40.035243658229184,-81.58842345607104
39059,39059977500,390599775002,390599775002011,1,2,1,1,1,40.03500251890555,-81.58903949169319
39059,39059977500,390599775002,390599775002011,1,2,1,1,1,40.035027007109164,-81.58914984596298
39059,39059977500,390599775002,390599775002011,1,2,1,1,1,40.03579297068747,-81.58850262188905
39059,39059977500,390599775002,390599775002011,1,2,1,1,1,40.03568934600233,-81.58912933788541
39059,39059977500,390599775002,390599775002011,1,2,1,1,1,40.03549314512334,-81.58903937103271
39059,39059977500,390599775002,390599775002011,1,2,1,1,1,40.034971871585306,-81.58825056846318
39059,39059977500,390599775002,390599775002011,1,2,1,1,1,40.03526370003097,-81.58838770095711
39059,39059977500,390599775002,390599775002011,1,2,1,1,1,40.03574639507179,-81.58788498305208
39059,39059977500,390599775002,390599775002011,1,2,1,1,1,40.035252616200665,-81.58853762040899
39059,39059977500,390599775002,390599775002011,1,2,1,1,1,40.035401484055974,-81.58918924045072
39059,39059977500,390599775002,390599775002011,1,2,1,1,1,40.035169216864816,-81.58767368411738
39059,39059977500,390599775002,390599775002011,1,2,1,1,1,40.03521451297195,-81.58825983740797
39059,39059977500,390599775002,390599775002011,1,2,1,1,2,40.035683799023516,-81.58811677788347
39059,39059977500,390599775002,390599775002011,1,2,1,1,2,40.03586995504131,-81.58900195959463
39059,39059977500,390599775002,390599775002011,1,2,1,1,2,40.03557368198723,-81.58938514900534
39059,39059977500,390599775002,390599775002011,1,2,1,1,2,40.034996121109195,-81.58764381599498
39059,39059977500,390599775002,390599775002011,1,2,1,1,2,40.03509968891525,-81.5894535678922
39059,39059977500,390599775002,390599775002011,1,2,1,1,2,40.03543155878097,-81.58766950056084
39059,39059977500,390599775002,390599775002011,1,2,1,1,2,40.035221328472375,-81.58880713438839
39059,39059977500,390599775002,390599775002011,1,2,1,1,2,40.03533517769417,-81.58886538206998
39059,39059977500,390599775002,390599775002011,1,2,1,1,2,40.035222083230714,-81.58823875684779
39059,39059977500,390599775002,390599775002011,1,2,1,1,2,40.035328616437475,-81.58788621589342
39059,39059977500,390599775002,390599775002011,1,2,1,1,2,40.03513127187018,-81.58785167056715
39059,39059977500,390599775002,390599775002011,1,2,1,1,2,40.035147379069315,-81.58926774035969
39059,39059977500,390599775002,390599775002011,1,2,1,1,2,40.03563816780592,-81.58789522831655
39059,39059977500,390599775002,390599775002011,1,2,1,1,2,40.03531010291332,-81.58846203670684
39059,39059977500,390599775002,390599775002011,1,2,1,1,2,40.03503619426211,-81.5878118746893
39059,39059977500,390599775002,390599775002011,1,2,1,1,2,40.03533383604473,-81.58847471713906
39059,39059977500,390599775002,390599775002011,1,2,1,1,2,40.03554080328438,-81.5892788070581
39059,39059977500,390599775002,390599775002011,1,2,1,1,2,40.03499003440155,-81.58814006577501
39059,39059977500,390599775002,390599775002011,1,2,1,1,2,40.03543471737362,-81.58806663053062
39059,39059977500,390599775002,390599775002011,1,2,1,1,2,40.035639661319976,-81.58875987532636
39059,39059977500,390599775002,390599775002011,1,2,1,1,2,40.03533433110099,-81.58908310706403
39059,39059977500,390599775002,390599775002011,1,2,1,1,2,40.03588611516608,-81.58896189002027
39059,39059977500,390599775002,390599775002011,1,2,1,2,1,40.035191791822335,-81.58950364228099
39059,39059977500,390599775002,390599775002011,1,2,1,8,1,40.035616258762424,-81.58776651122662
39059,39059977500,390599775002,390599775002012,1,1,1,1,1,40.03426514758088,-81.58927930762027
39059,39059977500,390599775002,390599775002012,1,1,1,1,1,40.034430619193174,-81.58903012934547
39059,39059977500,390599775002,390599775002012,1,1,1,1,1,40.034589043714156,-81.58773910154935
39059,39059977500,390599775002,390599775002012,1,1,1,1,1,40.03483136745756,-81.5892778729444
39059,39059977500,390599775002,390599775002012,1,1,1,1,1,40.03394129167774,-81.58875256479483
39059,39059977500,390599775002,390599775002012,1,1,1,1,1,40.03399670421979,-81.58868257494127
39059,39059977500,390599775002,390599775002012,1,1,1,1,1,40.03440860462865,-81.588974400725
39059,39059977500,390599775002,390599775002012,1,1,1,1,1,40.03404216793415,-81.5893301654139
39059,39059977500,390599775002,390599775002012,1,1,1,1,1,40.03459779700731,-81.58778232425114
39059,39059977500,390599775002,390599775002012,1,1,1,1,2,40.03411025471124,-81.5891760788738
39059,39059977500,390599775002,390599775002012,1,1,1,1,2,40.03489041213862,-81.58900761976287
39059,39059977500,390599775002,390599775002012,1,1,1,1,2,40.034949954137254,-81.58865449381014
39059,39059977500,390599775002,390599775002012,1,1,1,1,2,40.03477462825563,-81.5895217069667
39059,39059977500,390599775002,390599775002012,1,1,1,1,2,40.03433388470446,-81.58855340417173
39059,39059977500,390599775002,390599775002012,1,2,1,1,1,40.03483966111534,-81.58870451619029
39059,39059977500,390599775002,390599775002012,1,2,1,1,1,40.03423593021534,-81.58807255147691
39059,39059977500,390599775002,390599775002012,1,2,1,1,1,40.034837808378775,-81.58804415400083
39059,39059977500,390599775002,390599775002012,1,2,1,1,1,40.033901256014104,-81.58895043912806
39059,39059977500,390599775002,390599775002012,1,2,1,1,1,40.03441788740427,-81.58876765316056
39059,39059977500,390599775002,390599775002012,1,2,1,1,1,40.03432449240227,-81.58882422309665
39059,39059977500,390599775002,390599775002012,1,2,1,1,1,40.034701032189076,-81.58773465037228
39059,39059977500,390599775002,390599775002012,1,2,1,1,1,40.03457166710806,-81.58926273330187
39059,39059977500,390599775002,390599775002012,1,2,1,1,1,40.03496139520747,-81.58918936652009
39059,39059977500,390599775002,390599775002012,1,2,1,1,1,40.0347945822675,-81.58803882681302
39059,39059977500,390599775002,390599775002012,1,2,1,1,1,40.03469957911542,-81.58806561670698
39059,39059977500,390599775002,390599775002012,1,2,1,1,1,40.03495635216255,-81.58853201024534
39059,39059977500,390599775002,390599775002012,1,2,1,1,2,40.03497745840287,-81.5892528813388
39059,39059977500,390599775002,390599775002012,1,2,1,1,2,40.03474867739112,-81.58887032115425
39059,39059977500,390599775002,390599775002012,1,2,1,1,2,40.034842378617135,-81.58796898391263
39059,39059977500,390599775002,390599775002012,1,2,1,1,2,40.03413470354225,-81.58932508676361
39059,39059977500,390599775002,390599775002012,1,2,1,1,2,40.03398730823253,-81.58837642280844
39059,39059977500,390599775002,390599775002012,1,2,1,1,2,40.03412915151945,-81.58949279693482
39059,39059977500,390599775002,390599775002012,1,2,1,1,2,40.033884992750885,-81.58876293851898
39059,39059977500,390599775002,390599775002012,1,2,1,1,2,40.03490123360569,-81.58935566795545
39059,39059977500,390599775002,390599775002012,1,2,1,1,2,40.0347024364956,-81.5886263430184
39059,39059977500,390599775002,390599775002012,1,2,1,1,2,40.03396808518887,-81.58934648894622
39059,39059977500,390599775002,390599775002012,1,2,1,1,2,40.034716436764384,-81.58931832903782
39059,39059977500,390599775002,390599775002012,1,2,1,1,2,40.03487181037317,-81.5892415403161
39059,39059977500,390599775002,390599775002012,1,2,1,1,2,40.03451058507063,-81.58927229530819
39059,39059977500,390599775002,390599775002012,1,2,1,1,2,40.03465769399881,-81.588128462238
39059,39059977500,390599775002,390599775002012,1,2,1,1,2,40.03391712223021,-81.58856713254477
39059,39059977500,390599775002,390599775002013,1,1,1,1,1,40.033418341992125,-81.58747773760281
39059,39059977500,390599775002,390599775002013,1,1,1,1,1,40.03384874466531,-81.58894759766439
39059,39059977500,390599775002,390599775002013,1,1,1,1,1,40.0334597462583,-81.58839043052501
39059,39059977500,390599775002,390599775002013,1,1,1,1,1,40.03317592193674,-81.58810090543946
39059,39059977500,390599775002,390599775002013,1,1,1,1,1,40.032016796060525,-81.5894905440601
39059,39059977500,390599775002,390599775002013,1,1,1,1,1,40.03320556523015,-81.58755153977121
39059,39059977500,390599775002,390599775002013,1,1,1,1,1,40.03333869493166,-81.58949590873002
39059,39059977500,390599775002,390599775002013,1,1,1,1,1,40.033199693198114,-81.5876419982941
39059,39059977500,390599775002,390599775002013,1,1,1,1,1,40.033422016192716,-81.58756761917437
39059,39059977500,390599775002,390599775002013,1,1,1,1,1,40.03273533452377,-81.588598337775
39059,39059977500,390599775002,390599775002013,1,1,1,1,1,40.03320988510107,-81.58930459453994
39059,39059977500,390599775002,390599775002013,1,1,1,1,1,40.033821724489,-81.58899794576786
39059,39059977500,390599775002,390599775002013,1,1,1,1,1,40.03313852057045,-81.58906639023594
39059,39059977500,390599775002,390599775002013,1,1,1,1,2,40.03272564557832,-81.58797263509177
39059,39059977500,390599775002,390599775002013,1,1,1,1,2,40.03310269854686,-81.58836037947927
39059,39059977500,390599775002,390599775002013,1,1,1,1,2,40.033757509176915,-81.58960256172436
39059,39059977500,390599775002,390599775002013,1,1,1,1,2,40.033271062154306,-81.5885647929871
